timestamp,pid,cpu_percent,mem_percent,mem_mb,uptime_sec
2025-11-03 12:46:24,43535,31.8,0.3,51.1,    858
2025-11-03 12:46:26,43535,31.7,0.3,51.1,    860
2025-11-03 12:46:28,43535,31.6,0.3,51.1,    862
2025-11-03 12:46:30,43535,31.7,0.3,51.3,    865
2025-11-03 12:46:32,43535,31.7,0.3,51.3,    867
2025-11-03 12:46:35,43535,31.7,0.3,51.3,    869
2025-11-03 12:46:37,43535,31.6,0.3,51.3,    871
2025-11-03 12:46:39,43535,31.6,0.3,51.3,    873
2025-11-03 12:46:41,43535,31.7,0.3,51.3,    875
2025-11-03 12:46:43,43535,31.6,0.3,51.3,    877
2025-11-03 12:46:45,43535,31.5,0.3,51.3,    879
2025-11-03 12:46:47,43535,31.6,0.3,51.3,    882
2025-11-03 12:46:50,43535,31.6,0.3,51.3,    884
2025-11-03 12:46:52,43535,31.5,0.3,51.3,    886
2025-11-03 12:46:54,43535,31.5,0.3,51.3,    888
2025-11-03 12:46:56,43535,31.6,0.3,51.3,    890
2025-11-03 12:46:58,43535,31.5,0.3,51.3,    892
2025-11-03 12:47:00,43535,31.5,0.3,51.3,    894
2025-11-03 12:47:02,43535,31.4,0.3,51.3,    897
2025-11-03 12:47:05,43535,31.6,0.3,51.3,    899
2025-11-03 12:47:07,43535,31.5,0.3,51.3,    901
2025-11-03 12:47:09,43535,31.4,0.3,51.3,    903
2025-11-03 12:47:11,43535,31.4,0.3,51.3,    905
2025-11-03 12:47:13,43535,31.5,0.3,51.3,    907
2025-11-03 12:47:15,43535,31.4,0.3,51.3,    909
2025-11-03 12:47:17,43535,31.4,0.3,51.3,    912
2025-11-03 12:47:19,43535,31.4,0.3,51.3,    914
2025-11-03 12:47:22,43535,31.5,0.3,51.3,    916
2025-11-03 12:47:24,43535,31.4,0.3,51.3,    918
2025-11-03 12:47:26,43535,31.3,0.3,51.3,    920
2025-11-03 12:47:28,43535,31.4,0.3,51.4,    922
2025-11-03 12:47:30,43535,31.5,0.3,51.4,    924
2025-11-03 12:47:32,43535,31.4,0.3,51.4,    927
2025-11-03 12:47:35,43535,31.3,0.3,51.4,    929
2025-11-03 12:47:37,43535,31.4,0.3,51.4,    931
2025-11-03 12:47:39,43535,31.5,0.3,51.3,    933
2025-11-03 12:47:41,43535,31.4,0.3,51.3,    935
2025-11-03 12:47:43,43535,31.3,0.3,51.3,    937
2025-11-03 12:47:45,43535,31.4,0.3,51.4,    940
2025-11-03 12:47:48,43535,31.5,0.3,51.4,    942
2025-11-03 12:47:50,43535,31.5,0.3,51.4,    944
2025-11-03 12:47:52,43535,31.4,0.3,51.4,    946
2025-11-03 12:47:54,43535,31.6,0.3,51.4,    949
2025-11-03 12:47:57,43535,31.5,0.3,51.4,    951
2025-11-03 12:47:59,43535,31.5,0.3,51.4,    953
2025-11-03 12:48:01,43535,31.4,0.3,51.4,    955
2025-11-03 12:48:03,43535,31.5,0.3,51.4,    957
2025-11-03 12:48:05,43535,31.5,0.3,51.4,    959
2025-11-03 12:48:07,43535,31.5,0.3,51.4,    962
2025-11-03 12:48:10,43535,31.6,0.3,51.4,    964
2025-11-03 12:48:12,43535,31.6,0.3,51.4,    966
2025-11-03 12:48:14,43535,31.6,0.3,51.4,    968
2025-11-03 12:48:16,43535,31.5,0.3,51.4,    970
2025-11-03 12:48:18,43535,31.6,0.3,51.4,    973
2025-11-03 12:48:20,43535,31.6,0.3,51.4,    975
2025-11-03 12:48:23,43535,31.5,0.3,51.4,    977
2025-11-03 12:48:25,43535,31.5,0.3,51.4,    979
2025-11-03 12:48:27,43535,31.6,0.3,51.4,    981
2025-11-03 12:48:29,43535,31.6,0.3,51.4,    983
2025-11-03 12:48:31,43535,31.5,0.3,51.4,    985
2025-11-03 12:48:33,43535,31.5,0.3,51.4,    988
2025-11-03 12:48:36,43535,31.6,0.3,51.4,    990
2025-11-03 12:48:38,43535,31.6,0.3,51.4,    992
2025-11-03 12:48:40,43535,31.5,0.3,51.4,    994
2025-11-03 12:48:42,43535,31.5,0.3,51.4,    996
2025-11-03 12:48:44,43535,31.6,0.3,51.4,    999
2025-11-03 12:48:46,43535,31.6,0.3,51.4,   1001
2025-11-03 12:48:49,43535,31.6,0.3,51.4,   1003
2025-11-03 12:48:51,43535,31.6,0.3,51.4,   1005
2025-11-03 12:48:53,43535,31.7,0.3,51.4,   1007
2025-11-03 12:48:55,43535,31.6,0.3,51.4,   1009
2025-11-03 12:48:57,43535,31.5,0.3,51.4,   1012
2025-11-03 12:49:00,43535,31.6,0.3,51.4,   1014
2025-11-03 12:49:02,43535,31.7,0.3,51.4,   1016
2025-11-03 12:49:04,43535,31.6,0.3,51.4,   1018
2025-11-03 12:49:06,43535,31.5,0.3,51.4,   1020
2025-11-03 12:49:08,43535,31.6,0.3,51.4,   1022
2025-11-03 12:49:10,43535,31.7,0.3,51.4,   1025
2025-11-03 12:49:13,43535,31.6,0.3,51.4,   1027
2025-11-03 12:49:15,43535,31.6,0.3,51.4,   1029
2025-11-03 12:49:17,43535,31.7,0.3,51.4,   1031
2025-11-03 12:49:19,43535,31.7,0.3,51.4,   1033
2025-11-03 12:49:21,43535,31.6,0.3,51.4,   1035
2025-11-03 12:49:23,43535,31.6,0.3,51.5,   1037
2025-11-03 12:49:25,43535,31.7,0.3,51.5,   1040
2025-11-03 12:49:28,43535,31.6,0.3,51.5,   1042
2025-11-03 12:49:30,43535,31.6,0.3,51.5,   1044
2025-11-03 12:49:32,43535,31.6,0.3,51.5,   1046
2025-11-03 12:49:34,43535,31.7,0.3,51.4,   1048
2025-11-03 12:49:36,43535,31.6,0.3,51.4,   1050
2025-11-03 12:49:38,43535,31.6,0.3,51.4,   1053
2025-11-03 12:49:40,43535,31.6,0.3,51.4,   1055
2025-11-03 12:49:43,43535,31.6,0.3,51.2,   1057
2025-11-03 12:49:45,43535,31.6,0.3,51.2,   1059
2025-11-03 12:49:47,43535,31.5,0.3,51.2,   1061
2025-11-03 12:49:49,43535,31.6,0.3,51.2,   1063
2025-11-03 12:49:51,43535,31.6,0.3,51.2,   1065
2025-11-03 12:49:53,43535,31.5,0.3,51.2,   1067
2025-11-03 12:49:55,43535,31.5,0.3,51.2,   1070
2025-11-03 12:49:58,43535,31.5,0.3,51.2,   1072
2025-11-03 12:50:00,43535,31.5,0.3,51.2,   1074
2025-11-03 12:50:02,43535,31.5,0.3,51.2,   1076
2025-11-03 12:50:04,43535,31.4,0.3,51.2,   1078
2025-11-03 12:50:06,43535,31.5,0.3,51.2,   1080
2025-11-03 12:50:08,43535,31.5,0.3,51.2,   1082
2025-11-03 12:50:10,43535,31.4,0.3,51.2,   1085
2025-11-03 12:50:13,43535,31.4,0.3,51.2,   1087
2025-11-03 12:50:15,43535,31.5,0.3,51.2,   1089
2025-11-03 12:50:17,43535,31.4,0.3,51.2,   1091
2025-11-03 12:50:19,43535,31.4,0.3,51.2,   1093
2025-11-03 12:50:21,43535,31.4,0.3,51.4,   1095
2025-11-03 12:50:23,43535,31.4,0.3,51.4,   1097
2025-11-03 12:50:25,43535,31.4,0.3,51.4,   1099
2025-11-03 12:50:27,43535,31.3,0.3,51.4,   1102
2025-11-03 12:50:30,43535,31.3,0.3,51.4,   1104
2025-11-03 12:50:32,43535,31.4,0.3,51.4,   1106
2025-11-03 12:50:34,43535,31.3,0.3,51.4,   1108
2025-11-03 12:50:36,43535,31.3,0.3,51.4,   1110
2025-11-03 12:50:38,43535,31.3,0.3,51.4,   1112
2025-11-03 12:50:40,43535,31.3,0.3,51.4,   1114
2025-11-03 12:50:42,43535,31.3,0.3,51.4,   1116
2025-11-03 12:50:44,43535,31.2,0.3,51.4,   1119
2025-11-03 12:50:47,43535,31.3,0.3,51.4,   1121
2025-11-03 12:50:49,43535,31.2,0.3,51.4,   1123
2025-11-03 12:50:51,43535,31.2,0.3,51.2,   1125
2025-11-03 12:50:53,43535,31.2,0.3,51.2,   1127
2025-11-03 12:50:55,43535,31.2,0.3,51.4,   1129
2025-11-03 12:50:57,43535,31.2,0.3,51.4,   1131
2025-11-03 12:50:59,43535,31.2,0.3,51.4,   1133
2025-11-03 12:51:01,43535,31.1,0.3,51.4,   1136
2025-11-03 12:51:04,43535,31.2,0.3,51.4,   1138
2025-11-03 12:51:06,43535,31.2,0.3,51.4,   1140
2025-11-03 12:51:08,43535,31.1,0.3,51.4,   1142
2025-11-03 12:51:10,43535,31.1,0.3,51.5,   1144
2025-11-03 12:51:12,43535,31.2,0.3,51.5,   1146
2025-11-03 12:51:14,43535,31.1,0.3,51.5,   1149
2025-11-03 12:51:16,43535,31.1,0.3,51.5,   1151
2025-11-03 12:51:19,43535,31.1,0.3,51.5,   1153
2025-11-03 12:51:21,43535,31.2,0.3,51.5,   1155
2025-11-03 12:51:23,43535,31.2,0.3,51.5,   1157
2025-11-03 12:51:25,43535,31.1,0.3,51.5,   1159
2025-11-03 12:51:27,43535,31.1,0.3,51.5,   1162
2025-11-03 12:51:30,43535,31.2,0.3,51.5,   1164
2025-11-03 12:51:32,43535,31.1,0.3,51.5,   1166
2025-11-03 12:51:34,43535,31.1,0.3,51.5,   1168
